-----Simulation 0-----
173098,0
173155,0
173420,0
173474,0
173625,0
173715,0
173851,0
174105,0
174108,0
174159,0
174610,0
174695,0
174790,0
174837,0
174903,0
175044,0
175071,0
175166,0
175371,0
175379,0
175429,0
175481,0
175532,0
175578,0
175584,0
175584,0
175787,0
175882,0
175893,0
175947,0
175988,0
176293,0
176418,0
176432,0
176571,0
176666,0
176832,0
176862,0
177034,0
177129,0
177157,0
177187,0
177314,0
177377,0
177444,0
177466,0
177623,0
177640,0
177845,0
177961,0
178052,0
178052,0
178184,0
178312,0
178471,0
178478,0
178526,0
178602,0
178935,0
179100,0
179107,0
179362,0
179385,0
179533,0
179767,0
179806,0
179974,0
179999,0
179999,0
180057,0
180166,0
180172,0
180248,0
180289,0
180519,0
180537,0
180559,0
180664,0
180694,0
181149,0
181444,0
181596,0
181810,0
181825,0
181988,0
182033,0
182216,0
182552,0
182919,0
182947,0
182974,0
183059,0
183113,0
183149,0
183200,0
183315,0
183367,0
183386,0
183445,0
183479,0
183702,0
183795,0
183812,0
183830,0
184000,0
184082,0
184235,0
184246,0
184505,0
184685,0
184778,0
185014,0
185173,0
185358,0
185613,0
185755,0
185789,0
185789,0
185931,0
185933,0
186094,0
186373,0
186533,0
186683,0
187053,0
187354,0
187796,0
187926,0
188013,0
188158,0
188213,0
188377,0
188501,0
188752,0
188872,0
188983,0
188985,0
189055,0
189559,0
189712,0
189886,0
189949,0
190023,0
190333,0
190367,0
190453,0
190638,0
190767,0
190813,0
190879,0
190909,0
191172,0
191367,0
191627,0
191654,0
191837,0
191865,0
192214,0
192236,0
192318,0
192404,0
192532,0
192555,0
192557,0
192609,0
192956,0
193090,0
193148,0
193282,0
193402,0
193412,0
193655,0
193731,0
193831,0
193970,0
194285,0
194342,0
194385,0
194522,0
194668,0
194741,0
194873,0
194901,0
194909,0
194936,0
195050,0
195251,0
195845,0
195868,0
196261,0
196305,0
196335,0
196345,0
196688,0
196723,0
197061,0
197080,0
197438,0
197639,0
197675,0
197746,0
197780,0
197850,0
198328,0
198357,0
198425,0
198427,0
198631,0
198814,0
199010,0
199167,0
199180,0
199318,0
199415,0
199551,0
199564,0
200183,0
200470,0
200593,0
200789,0
201151,0
201443,0
201478,0
201707,0
201914,0
201947,0
201981,0
202063,0
202276,0
202378,0
202541,0
202544,0
202589,0
202786,0
203111,0
203191,0
203223,0
203266,0
203361,0
203500,0
203658,0
204086,0
204259,0
204922,0
204999,0
205064,0
205263,0
205297,0
205505,0
205635,0
205755,0
205768,0
205973,0
206098,0
206170,0
206252,0
206275,0
206309,0
206487,0
206571,0
206779,0
206835,0
207127,0
207178,0
207351,0
207578,0
207603,0
207680,0
207720,0
207757,0
207944,0
208279,0
208455,0
208499,0
208583,0
208604,0
208874,0
208911,0
209030,0
209341,0
209520,0
210066,0
210216,0
210251,0
210357,0
210362,0
210779,0
211194,0
211380,0
211442,0
211771,0
211859,0
212059,0
212083,0
212085,0
212220,0
212461,0
212625,0
212664,0
213018,0
213111,0
213190,0
213265,0
213463,0
213502,0
214349,0
214879,0
215383,0
215469,0
215606,0
215638,0
215675,0
215901,0
216020,0
216047,0
216053,0
216783,0
217196,0
217283,0
217425,0
217450,0
217650,0
218017,0
218129,0
218232,0
218426,0
218594,0
218757,0
218992,0
219050,0
219278,0
219607,0
220027,0
220033,0
220214,0
220603,0
221118,0
221370,0
221495,0
221514,0
221796,0
221901,0
221941,0
221944,0
222274,0
222405,0
222424,0
222527,0
222626,0
222776,0
222997,0
223222,0
223599,0
224062,0
224716,0
224850,0
225135,0
225952,0
226066,0
226477,0
226502,0
226607,0
226755,0
227754,0
227760,0
228122,0
228291,0
228922,0
229110,0
229132,0
229158,0
229584,0
229798,0
229805,0
229942,0
229963,0
230130,0
230131,0
230202,0
230626,0
230919,0
230970,0
231008,0
231073,0
231125,0
231295,0
231342,0
231350,0
232416,0
232477,0
232819,0
232836,0
232953,0
233116,0
233123,0
233472,0
233580,0
233641,0
233776,0
234259,0
234524,0
235123,0
235128,0
235236,0
235251,0
235480,0
235560,0
235767,0
236183,0
236327,0
236401,0
237024,0
237055,0
237059,0
237480,0
237557,0
237629,0
237864,0
238011,0
238113,0
238683,0
238878,0
239014,0
239093,0
239138,0
239313,0
240060,0
240389,0
240501,0
240740,0
240795,0
240855,0
240855,0
240962,0
241083,0
241104,0
241151,0
241164,0
241187,0
241835,0
242090,0
242217,0
242605,0
242704,0
242758,0
242905,0
243395,0
243502,0
243664,0
243804,0
244027,0
244099,0
244137,0
244177,0
244748,0
244793,0
244795,0
244828,0
244957,0
245141,0
245394,0
245421,0
245555,0
245676,0
245800,0
246337,0
246364,0
246394,0
246918,0
247163,0
247168,0
247181,0
247417,0
247504,0
247620,0
247667,0
247794,0
247927,0
248344,0
248436,0
248454,0
248494,0
248568,0
248951,0
248972,0
249367,0
249549,0
249626,0
249695,0
249996,0
250112,0
250437,0
250495,0
250792,0
250988,0
251135,0
251144,0
251704,0
251863,0
251878,0
251960,0
251977,0
252160,0
252226,0
252238,0
252278,0
252394,0
252395,0
252420,0
252685,0
252838,0
252883,0
253031,0
253033,0
253037,0
253062,0
253113,0
253273,0
253329,0
253514,0
253693,0
253770,0
253978,0
254064,0
254127,0
254385,0
254659,0
254707,0
254791,0
254818,0
254837,0
254988,0
255156,0
255319,0
255320,0
255381,0
255403,0
255507,0
255584,0
256031,0
256058,0
256217,0
256236,0
256243,0
256333,0
256452,0
256517,0
256788,0
256795,0
256894,0
257031,0
257098,0
257207,0
257641,0
257968,0
258132,0
258237,0
258325,0
258467,0
258603,0
258644,0
258898,0
259088,0
259122,0
259201,0
259345,0
260309,0
260417,0
260581,0
260603,0
261119,0
